Titill,Ár,Höfundar,Gerð
Tilraunarækt á kræklingi í Miðfirði - Vöktun á umhverfisþáttum,2013,"Bjarni Jónasson, Halldór G. Ólafsson",Lokaskýrsla í vaxtarsamning SSNV
Observations of vertical movements and depth distribution of migrating female lumpfish (Cyclopterus lumpus) in Iceland from data storage tags and trawl surveys,2015,"James Kennedy, Sigurður Þór Jónsson, Halldór Gunnar Ólafsson, Jacob Kasper", ICES Journal of Marine Science,

